i1,j1,i2,j2
0,0,0,1
0,2,0,3
0,6,0,5
0,12,0,11
0,16,1,16
1,1,1,2
1,3,1,4
1,5,1,6
1,11,2,11
1,13,1,14
1,15,0,15
1,17,0,17
1,19,2,19
2,0,1,0
2,6,3,6
2,8,2,7
2,10,2,9
2,14,2,15
2,18,1,18
3,1,2,1
3,3,3,4
3,9,3,8
3,13,3,12
3,15,3,14
3,17,2,17
4,12,4,11
4,18,4,19
5,1,4,1
5,3,5,2
5,5,5,6
5,7,5,8
5,13,6,13
5,15,6,15
5,17,4,17
5,19,6,19
6,4,5,4
6,12,5,12
6,16,7,16
7,1,7,0
7,3,7,2
7,5,6,5
7,7,6,7
7,11,6,11
7,13,7,12
7,15,7,14
8,2,8,1
8,4,7,4
8,6,9,6
8,8,7,8
8,10,9,10
9,1,9,2
9,13,8,13
9,15,8,15
9,17,9,18
