i1,j1,i2,j2
7,19,8,19
9,13,9,14
6,15,6,16
7,6,7,7
8,10,9,10
2,7,3,7
8,3,8,4
2,15,3,15
0,2,0,3
3,0,3,1
7,17,8,17
7,2,7,3
0,10,1,10
8,11,9,11
5,13,5,14
2,8,2,9
2,17,3,17
1,5,2,5
5,3,6,3
1,1,1,2
5,6,6,6
3,4,4,4
4,18,5,18
9,1,9,2
9,6,9,7
9,18,9,19
0,0,0,1
6,11,6,12
8,15,9,15
5,10,5,11
0,17,0,18
4,15,4,16
6,1,7,1
1,19,2,19
6,4,7,4
2,11,2,12
4,5,5,5
3,5,3,6
8,12,9,12
0,7,0,8
