i1,j1,i2,j2
6,15,6,16
6,12,7,12
3,1,4,1
2,17,3,17
8,13,9,13
1,1,1,2
5,1,5,2
4,12,5,12
5,13,6,13
5,5,5,6
6,7,7,7
1,3,1,4
0,5,0,6
4,18,4,19
3,3,3,4
6,5,7,5
1,14,2,14
1,15,1,16
2,9,3,9
8,1,8,2
8,6,9,6
0,11,0,12
5,19,6,19
3,14,3,15
1,18,2,18
6,11,7,11
7,15,7,16
1,0,2,0
4,17,5,17
5,3,5,4
2,6,3,6
9,1,9,2
6,4,7,4
2,7,2,8
1,11,2,11
9,17,9,18
3,12,3,13
7,8,8,8
5,7,5,8
1,19,2,19
1,5,1,6
8,10,9,10
0,2,0,3
7,2,7,3
0,17,1,17
7,0,7,1
0,0,0,1
8,15,9,15
